index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
15955,pDc WoRLD ChAMpIOnshIP dArtS 2008,DS,,spORts,unknown,0.01,0.0,0.0,0.0,0.02,,,,,,
15956,posT MorTeM,PC,2003,AdvEntuRE,microids,0.0,0.01,0.0,0.0,0.02,71.0,25.0,8,28.0,Microids,M
15957,kISS BeLl,PSV,2014,ADvENtuRe,giga,0.0,0.0,0.02,0.0,0.02,,,,,,
15958,SAN GOkU sHi ds 2,DS,2007,sTRaTEgY,tecmo koei,0.0,0.0,0.02,0.0,0.02,,,,,,
15959,StROngeST toKyo unIversitY ShOgI ds,DS,1985,aCTioN,mycom,0.0,0.0,0.02,0.0,0.02,,,,,,
15960,shIn sANGOkU mUsOU onLINe: SOUTEn rAnBU,PS3,2010,aCtION,tecmo koei,0.0,0.0,0.02,0.0,0.02,,,,,,
15961,V-rAlly 3,XB,2003,rACInG,atari,0.01,0.0,0.0,0.0,0.02,76.0,13.0,tbd,,Eden Studios,E
15962,walL-E,PC,2008,PLATform,thq,0.0,0.01,0.0,0.0,0.02,58.0,6.0,6.8,17.0,Heavy Iron Studios,E
15963,maJEsty 2: tHE faNtAsy KInGDOM sim,PC,2009,simULAtIOn,paradox interactive,0.01,0.0,0.0,0.0,0.02,72.0,31.0,7.3,129.0,"1C, Ino-Co, 1C Company",T
15964,lEGO sTAr WARs II: thE oRiGinAL TRilOgy,PC,2006,aCTiON,activision,0.0,0.01,0.0,0.0,0.02,86.0,20.0,8.2,64.0,Traveller's Tales,E10+
15965,DeAd to rIghTS,GBA,2004,sHoOTEr,zoo digital publishing,0.01,0.0,0.0,0.0,0.02,40.0,5.0,tbd,,Torus Games,T
15966,tHuNDer fORce vi,PS2,2008,sHOOtER,sega,0.0,0.0,0.02,0.0,0.02,,,,,,
15967,Full HouSe kISs 2,PS2,2006,ADVeNTUre,capcom,0.0,0.0,0.02,0.0,0.02,,,,,,
15968,DiNOTOPia: the SUNSTOne oDySSeY,GC,,actIOn,unknown,0.01,0.0,0.0,0.0,0.02,50.0,4.0,tbd,,Vicious Cycle,T
15969,DAIto GikEn koUSHiKI pAcHi-Slot sIMUlaToR: ossu! MIsAO + mAgUrO dENsEtsU pORtABLe,PSP,2010,Misc,paon,0.0,0.0,0.02,0.0,0.02,,,,,,
15970,PaCHipARA 3d,3DS,2011,mIsC,irem software engineering,0.0,0.0,0.02,0.0,0.02,,,,,,
15971,earTh DEfeNsE fOrCe 2017 (OlD jp SAlES),X360,2006,SHoOter,d3publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
15972,i dOll u,PSV,2015,ADVeNtURe,idea factory,0.0,0.0,0.02,0.0,0.02,,,,,,
15973,Star TrEK: lEgaCY,PC,2006,SIMULatiON,ubisoft,0.0,0.01,0.0,0.0,0.02,56.0,25.0,4,35.0,Mad Doc Software,E10+
15974,sengoku HimE: sEnrAN ni MaU otOmeTacHi,PS2,2009,aDvENTUrE,yeti,0.0,0.0,0.02,0.0,0.02,,,,,,
15975,gTi CLub: SUpeRmInI fesTA!,Wii,2010,racing,konami digital entertainment,0.01,0.0,0.0,0.0,0.02,,,,,,
15976,sybeRIa ii,PC,2004,AdvENtURe,mc2 entertainment,0.0,0.01,0.0,0.0,0.02,80.0,23.0,8.3,150.0,Microids,T
15977,PaRanoRMAl pursuIt: THE gIfTED oNE,PC,2015,aCTION,alawar entertainment,0.0,0.01,0.0,0.0,0.02,,,tbd,,Logris Games,
15978,cOmmaNd & cOnQuEr cOLLECtIOn,PC,2003,stRAtEGy,electronic arts,0.01,0.0,0.0,0.0,0.02,,,,,,
15979,maRveL sUpeRHeROes 3d: gRaNdMAsTER's chaLlEngE,Wii,2010,ActION,neko entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,
15980,a vamPYrE sTORY,PC,2008,advEnTure,crimson cow,0.0,0.01,0.0,0.0,0.02,75.0,33.0,8.5,25.0,Autumn Moon,T
15981,monster TruX OFFroaD,Wii,2007,raCING,popcorn arcade,0.01,0.0,0.0,0.0,0.02,,,tbd,,Data Design Interactive,E
15982,tHE simS 4: LUXury paRtY stuFf,PC,2015,sImUlaTIoN,electronic arts,0.0,0.01,0.0,0.0,0.02,,,5.3,12.0,Maxis,T
15983,sNiper EliTE,PC,2005,ShOoTeR,mc2 entertainment,0.0,0.01,0.0,0.0,0.02,76.0,13.0,8,142.0,Rebellion,M
15984,achtuNG PANZer: khaRkOv 1943,PC,2010,strATeGy,mamba games,0.0,0.01,0.0,0.0,0.02,70.0,6.0,8.3,20.0,Paradox Interactive,
15985,MIsSIOn: imPOSSIBle - oPeRatiOn surMA,GC,2004,platforM,atari,0.01,0.0,0.0,0.0,0.02,64.0,9.0,tbd,,Paradigm Entertainment,T
15986,sOrA nO OTOshiMonO fOrte: DrEaMy SEasOn,DS,2011,ADvEnTURe,kadokawa shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
15987,roMaNCe OF the tHReE KinGdoMs XiI,WiiU,2012,STRaTEGy,tecmo koei,0.0,0.0,0.02,0.0,0.02,,,,,,
15988,hIiRO no kAkera portAbLe,PSP,2008,ADVeNtURe,idea factory,0.0,0.0,0.02,0.0,0.02,,,,,,
15989,trigGER MAn,GC,2004,SHOOter,crave entertainment,0.01,0.0,0.0,0.0,0.02,,,tbd,,Point of View,T
15990,yuU yuu HakuSHO Ds: aNKoku BuJUtSukAi Hen,DS,2006,aCtioN,takara tomy,0.0,0.0,0.02,0.0,0.02,,,,,,
15991,Antz ExTReMe RaCiNG,XB,2002,rAcinG,empire interactive,0.01,0.0,0.0,0.0,0.02,35.0,4.0,8.7,10.0,Supersonic Software,E
15992,waND oF fortune R,PSV,2016,adveNturE,idea factory,0.0,0.0,0.02,0.0,0.02,,,,,,
15993,rUgby worlD cUP 2015,PSV,2015,SPoRTS,ubisoft,0.0,0.01,0.0,0.0,0.02,,,tbd,,HB Studios Multimedia,E
15994,MajEStY 2 colLEcTioN,PC,2011,STrATeGy,paradox interactive,0.0,0.01,0.0,0.0,0.02,,,8.3,10.0,Ino-Co,T
15995,gOD EaTer ofF SHOT: sOMA shIKkuZARu-hEn tWIN PaCk & aNImAtIOn vOL.4,PS4,2016,aCTion,namco bandai games,0.0,0.0,0.02,0.0,0.02,,,,,,
15996,gOD EATeR off ShoT:SHIOU-hEn twin paCk & aNIMaTiON VoL.5,PS4,2016,MiSC,namco bandai games,0.0,0.0,0.02,0.0,0.02,,,,,,
15997,"nOGizAKa hArUka nO himitSU cosPLAy, HaJiMe MasHIta",PS2,2008,AdVeNTurE,ascii media works,0.0,0.0,0.02,0.0,0.02,,,,,,
15998,haruKaNArU toki NO NAkA DE 6,PSP,2015,ACTiOn,tecmo koei,0.0,0.0,0.02,0.0,0.02,,,,,,
15999,TrigGerHeArt eXeLICA,DC,2007,sHOOtER,warashi,0.0,0.0,0.02,0.0,0.02,,,,,,
16000,jEt IMPUlSe,DS,,SIMuLatIoN,nintendo,0.0,0.0,0.02,0.0,0.02,,,,,,
16001,GAmEs EXpLoSiOn!,GBA,2006,actioN,thq,0.01,0.0,0.0,0.0,0.02,,,,,,
16002,gUmmY BEars mAGICaL mEdAlLiON,Wii,2011,pLatfORM,storm city games,0.01,0.0,0.0,0.0,0.02,,,tbd,,Clockwork Games,E
16003,sAenai KanojO no SODatEkata: blESSiNg FlowerS,PSV,2015,ACTION,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
16004,bERSErk And THE BanD of thE Hawk,PSV,2016,aCtiOn,tecmo koei,0.0,0.0,0.02,0.0,0.02,,,,,Omega Force,
16005,teNnIs nO OjI-SAmA: cArd huntEr,PS2,2007,StratEgy,konami digital entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
16006,BRAvE: The vIDEO GAme,DS,2012,ActIoN,disney interactive studios,0.0,0.01,0.0,0.0,0.02,,,tbd,,Behaviour Interactive,E10+
16007,night wIZArD tHE VIdEo gAme: dENIaL Of THE wORLd,PS2,2008,adVeNtUrE,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
16008,EneMY territORy: quaKE WArS,PC,2007,ShootEr,activision,0.01,0.0,0.0,0.0,0.02,84.0,55.0,8.3,231.0,Splash Damage,T
16009,pOrtaBLE isLAnD: teNoHIRa ResOrT,PSP,2006,siMuLAtIOn,namco bandai games,0.0,0.0,0.02,0.0,0.02,,,,,,
16010,SeNGokU efUDa YuugI: HoTotogIsU ran,PSP,2008,Misc,irem software engineering,0.0,0.0,0.02,0.0,0.02,,,,,,
16011,toKYO frIEnD PaRK iI Ds,DS,2006,miSc,rocket company,0.0,0.0,0.02,0.0,0.02,,,,,,
16012,aDVeNTURE TiMe: the SECrEt of the nameLeSS ,3DS,2014,aDvEnture,little orbit,0.01,0.0,0.0,0.0,0.02,,,,,,
16013,kAo THE KanGAROo rOund 2,PS2,2005,pLAtfoRm,jowood productions,0.01,0.01,0.0,0.0,0.02,58.0,12.0,8.7,7.0,Tate Interactive,E
16014,shIn HISuI nO SHIZUKu: HiiRo No KAKEra 2 portablE,PSP,2010,aDveNTURe,idea factory,0.0,0.0,0.02,0.0,0.02,,,,,,
16015,dEAd RiSING 2,XOne,2016,ACTIon,capcom,0.01,0.0,0.0,0.0,0.02,,,tbd,,Blue Castle Games,M
16016,rOBopoN 2: RING VeRsiON,GBA,2001,ROle-PLAyIng,hudson entertainment,0.01,0.0,0.0,0.0,0.02,68.0,6.0,tbd,,Red 5 Software,E
16017,MaRk mCMorRiS inFInite aIr,XOne,2016,SpORTs,furyu corporation,0.01,0.0,0.0,0.0,0.02,,,7.1,18.0,HB Studios Multimedia,T
16018,SiD mEiER's CivILizaTioN RevoLUTiON 2+,PSV,2015,straTEgY,take-two interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
16019,DREaM DANCeR,DS,,MISC,,0.01,0.0,0.0,0.0,0.02,,,tbd,,"CyberPlanet Interactive Public Co., Ltd.",E
16020,MoE moE 2-JI TaISen (rYOkU) * dEluxE,PSP,2008,AdVENtuRE,system soft,0.0,0.0,0.02,0.0,0.02,,,,,,
16021,Dragon taLeS: DrAGON ADVenTUReS,GBA,2003,plaTfOrm,newkidco,0.01,0.0,0.0,0.0,0.02,,,,,,
16022,pOwERBIkE,DS,2009,RACiNG,majesco entertainment,0.01,0.0,0.0,0.0,0.02,,,tbd,,Tornado Studios,E
16023,coLiN mcRaE raLLY 2005,PC,2004,rACinG,codemasters,0.0,0.01,0.0,0.0,0.02,83.0,11.0,7.1,50.0,Codemasters,E
16024,viOleT no AtELIeR: gRAmNAD no renkinJUTSuSHI 2 - gUNJou No OmoiDe,PSP,2011,ROLE-PLaYiNG,gust,0.0,0.0,0.02,0.0,0.02,,,,,,
16025,ElMinAGe ii Ds remIx: SOuSEI nO MeGAmI to UnmaI No DaIchI,DS,2010,RoLE-pLAyinG,starfish,0.0,0.0,0.02,0.0,0.02,,,,,,
16026,GakU ? ou: THe royAl sEVeN sTArs,PSP,2012,ROLe-plaYIng,alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
16027,QUantUM breAk,PC,2016,ActIoN,microsoft game studios,0.0,0.01,0.0,0.0,0.02,66.0,14.0,4.3,539.0,Remedy Entertainment,M
16028,OnLIne chEss kINGDoms,PSP,2006,MiSc,konami digital entertainment,0.01,0.0,0.0,0.0,0.02,60.0,17.0,6.8,6.0,Konami,E
16029,rAymAn 10Th ANNIVerSARY,GBA,2005,PlatFORM,ubisoft,0.01,0.0,0.0,0.0,0.02,,,,,,
16030,rollErCoASTER TyCoON: gOLD EDItion,PC,2002,sTRateGY,infogrames,0.01,0.0,0.0,0.0,0.02,,,tbd,,Infogrames,E
16031,RacE DrIVER: CrEaTE & RAce,DS,2007,Racing,codemasters,0.01,0.0,0.0,0.0,0.02,,,,,,
16032,sTORM LOver kAi!!,PSP,2012,actIOn,d3publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
16033,Minna To IsSHo,PSV,2011,MisC,sony computer entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
16034,NUrArIhyoN nO maGo: HyakKi rYOurAN TaiSEn,PS3,2011,FiGhTiNG,konami digital entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
16035,fifa SOccer 08,PC,2007,sPOrTS,electronic arts,0.0,0.01,0.0,0.0,0.02,77.0,7.0,6.1,50.0,EA Canada,E
16036,ENKAKU SousA: saNa E No 23 hIai,PSP,2009,ADveNTURE,sony computer entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
16037,PAc-mAn chAmpioNSHIp EDitiON 2 + ArcAde GAme SErIeS,XOne,2016,AcTioN,namco bandai games,0.01,0.0,0.0,0.0,0.02,,,,,,
16038,CommAnd & ConQuEr 4: tIberIan twilIght,PC,2010,sTrAtEgY,electronic arts,0.0,0.01,0.0,0.0,0.02,,,,,,
16039,huMmEr BaDLANdS,XB,2006,RaCinG,global star,0.01,0.0,0.0,0.0,0.02,44.0,7.0,6,5.0,Eutechnyx,E
16040,katEKyoo HiTmaN rEBORn! Ds: MAfiA daishUUGOU BOngoLe FEstivaL,DS,2008,AcTioN,takara tomy,0.0,0.0,0.02,0.0,0.02,,,,,,
16041,gRiSAia nO MEikyuu: lE lAbyrInTHe DE La gRiSaIA,PSV,2014,Adventure,prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
16042,oYaKU de asoBErU Ds EhON: UkKaRi penELope,DS,2008,SIMuLATIOn,tecmo koei,0.0,0.0,0.02,0.0,0.02,,,,,,
16043,IROn SOLDiER 3,PS,1999,siMulatiOn,telegames,0.01,0.01,0.0,0.0,0.02,,,,,,
16044,uNo 52,DS,2006,mISC,zoo digital publishing,0.01,0.0,0.0,0.0,0.02,,,tbd,,Black Lantern Studios,E
16045,TIGER & BunNY: hERo'S dAY,PSP,2013,ACTion,d3publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
16046,TuRBO: suPER sTuNT SQuAD,Wii,2013,sPOrTs,d3publisher,0.0,0.01,0.0,0.0,0.02,,,tbd,,Torus Games,E
16047,TuRBO: SUpEr StUnT sqUAd,3DS,2013,SPOrTS,d3publisher,0.0,0.01,0.0,0.0,0.02,,,5.2,5.0,Torus Games,E
16048,PachINko kAoU: misORa HiBarI,PS2,2007,mISC,hackberry,0.0,0.0,0.02,0.0,0.02,,,,,,
16049,accEl wOrLD: KasOkU no chouten,PS3,2013,AdvENture,namco bandai games,0.0,0.0,0.02,0.0,0.02,,,,,,
16050,PoupeE gIrL Ds,DS,2009,MISc,alvion,0.0,0.0,0.02,0.0,0.02,,,,,,
16051,ChOro Q,PS2,2003,raCing,zoo digital publishing,0.01,0.01,0.0,0.0,0.02,,,,,,
16052,jUsT cAuSe,PS2,2006,aCtION,eidos interactive,0.01,0.01,0.0,0.0,0.02,67.0,23.0,7.9,41.0,Avalanche Studios,M
16053,NArcISSUS: moshIMo aShIta ga RuNARa,PSP,2010,AdVeNTURe,kadokawa shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
16054,gIRl frIeND BETa: kiMI TO SUGOsU nATsUyAsuMi,PSV,2015,acTION,namco bandai games,0.0,0.0,0.02,0.0,0.02,,,,,,
16055,iHRA drAG rACIng: sPOrTsMAn EDItiON,XB,2006,racING,bethesda softworks,0.01,0.0,0.0,0.0,0.02,35.0,4.0,tbd,,Bethesda Softworks,E10+
16056,"SHARIN NO Kuni, hiMAWarI No shoujO",X360,2010,adVentuRe,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
16057,sIMpLe dS serIeS VOL. 42: the haIoku bYOuTOU,DS,2008,aDveNtuRE,d3publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
16058,DROne TAcTics,DS,2007,stRategY,success,0.01,0.0,0.0,0.0,0.02,74.0,12.0,7.4,7.0,Success,E10+
16059,SO-ra-NO-wo-to: oTOME NO GojUUSou,PSP,2010,adVentURE,compile heart,0.0,0.0,0.02,0.0,0.02,,,,,,
16060,TEChnIC BeaT,PS2,2002,MiSC,arika,0.01,0.01,0.0,0.0,0.02,67.0,24.0,tbd,,Arika,E
16061,danCe! It'S YOUr STage,Wii,,miSc,dtp entertainment,0.0,0.01,0.0,0.0,0.02,,,,,,
16062,WorLDwIDe soCCeR manaGER 2006,PC,2004,SPOrts,sega,0.0,0.01,0.0,0.0,0.02,89.0,20.0,,,Sports Interactive,E
16063,i loVe HORSeS: Rider'S paRADiSe,Wii,2010,siMUlATion,destineer,0.01,0.0,0.0,0.0,0.02,,,tbd,,Destineer,E
16064,DucKtaLeS: RemAstered,PC,2013,actIoN,capcom,0.0,0.01,0.0,0.0,0.02,66.0,6.0,7.6,152.0,WayForward,E
16065,yumE nEkO DS,DS,2008,sImuLATion,sega,0.0,0.0,0.02,0.0,0.02,,,,,,
16066,Germany'S nExT toPMODel 2011,DS,2011,SIMulAtIoN,7g//ames,0.0,0.01,0.0,0.0,0.02,,,,,,
16067,DREam C CLUb,PS3,2012,SImUlAtiOn,d3publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
16068,aSSetTO cOrsa,XOne,2016,racing,505 games,0.0,0.01,0.0,0.0,0.02,63.0,9.0,6.7,27.0,Kunos Simulazioni,E
16069,Sbk sUPErbiKe WOrld chAmpionshiP,PS2,2008,raciNG,black bean games,0.01,0.01,0.0,0.0,0.02,,,tbd,,Milestone S.r.l,E10+
16070,mEMOriEs Off 6: NExT RELATion,PS2,2009,ADveNturE,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
16071,meiJI tOuKYOu rEnkA: TwiLiGHT kiss,PSP,2015,actIoN,broccoli,0.0,0.0,0.02,0.0,0.02,,,,,,
16072,Scared rIdeR xEChs,PS2,2010,aDVENTurE,red entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
16073,4 PLaY collEctION - DArK mYSTerIEs,PC,2014,mISC,avanquest software,0.0,0.01,0.0,0.0,0.02,,,,,,
16074,vITAmiN X: dEtECTIVE B6,PSP,2012,adVEnTurE,d3publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
16075,mIssHItSu No sacRiFicE,PSP,2010,ADvenTuRe,d3publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
16076,EViL gENIUs,PC,2004,stRAtEgy,vivendi games,0.0,0.01,0.0,0.0,0.02,75.0,51.0,8.3,106.0,Elixir Studios,T
16077,OUrAN koUkou hoST Bu,PS2,2007,ADVEnTuRe,idea factory,0.0,0.0,0.02,0.0,0.02,,,,,,
16078,KING's qUeST: ThE ComPlete CoLLECtiOn,PS4,2016,aDvENTURE,activision,0.01,0.0,0.0,0.0,0.02,,,tbd,,The Odd Gentlemen,E10+
16079,LOTUs cHalLEngE,GC,2004,RacinG,ignition entertainment,0.01,0.0,0.0,0.0,0.02,,,,,,
16080,iMPeriuM RoMaNuM,PC,2008,sTRaTegy,kalypso media,0.0,0.01,0.0,0.0,0.02,63.0,19.0,7.5,24.0,Haemimont,E10+
16081,FOOTbALL maNagEr 2007,X360,,sporTS,sega,0.0,0.01,0.0,0.0,0.01,,,,,,
16082,ferrARi: tHe rACe ExperienCe,Wii,,RACIng,system 3 arcade software,0.0,0.01,0.0,0.0,0.01,54.0,4.0,,,System 3,E
16083,dRAgon zaKURA Ds,DS,2007,mIsC,electronic arts,0.0,0.0,0.01,0.0,0.01,,,,,,
16084,cHaMEleON: to DYE FoR!,DS,2006,pUZzlE,505 games,0.01,0.0,0.0,0.0,0.01,,,,,,
16085,sORA NO oTOshiMoNo: doKidoKI suMmeR VacaTion,PSP,2010,ADvENTUrE,kadokawa shoten,0.0,0.0,0.01,0.0,0.01,,,,,,
16086,SHINSeIki EvaNgeLIon: bATTlE ORcHeStRA pORtaBLe,PSP,2009,fighTINg,broccoli,0.0,0.0,0.01,0.0,0.01,,,,,,
16087,blAcKtHORNe,GBA,2003,ActioN,activision,0.01,0.0,0.0,0.0,0.01,67.0,10.0,7.6,5.0,Mass Media,T
16088,dOnKeY koNg JunglE BEat,Wii,2008,pLaTFORM,nintendo,0.0,0.01,0.0,0.0,0.01,,,,,,
16089,DokUsUI: dokIdOkI suikODeN,PSP,2011,RoLE-PlayING,irem software engineering,0.0,0.0,0.01,0.0,0.01,,,,,,
16090,ContrAsT,PC,2013,plAtFORm,focus home interactive,0.0,0.01,0.0,0.0,0.01,62.0,24.0,7.7,169.0,Compulsion Games,T
16091,bombeRmAN (Jp SALes),PSP,2006,puzZLE,konami digital entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
16092,bLazblUe: ConTINUUm shifT ExtenD,PSP,2012,figHTinG,arc system works,0.0,0.0,0.01,0.0,0.01,,,,,,
16093,s.y.K: SHInSetSu sAiyUUki,PS2,2009,adVEnTure,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16094,bLAcK CAT,PS2,2006,AcTIOn,capcom,0.0,0.0,0.01,0.0,0.01,,,,,,
16095,smArt kiD's MEga GaMe MIX,DS,2009,mIsc,ufo interactive,0.01,0.0,0.0,0.0,0.01,,,tbd,,,
16096,sPace iNvADErS rEvOlUtiON,DS,2005,shoOteR,rising star games,0.01,0.0,0.0,0.0,0.01,49.0,9.0,5.2,5.0,Marvelous Entertainment,E
16097,WiFFlE BAlL advaNce,DS,2007,sPorTs,zoo digital publishing,0.01,0.0,0.0,0.0,0.01,,,,,,
16098,ReD stonE dS: aKaki iSHi Ni miCHiBikAResHi MONOTAchi,DS,2011,Role-PlaYINg,unknown,0.0,0.0,0.01,0.0,0.01,,,,,,
16099,wANd Of fOrTUne: mIraI e no PrOlOguE porTaBLe,PSP,2010,ADvEnTURE,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16100,seCREt Game PorTabLE,PSP,2010,advEnTurE,yeti,0.0,0.0,0.01,0.0,0.01,,,,,,
16101,SENgoKu HiME: sEnRan Ni MAU OTOmETacHI,PSP,2009,aDveNTURe,yeti,0.0,0.0,0.01,0.0,0.01,,,,,,
16102,sPOnGEBob: HErOPanTs,PSV,2015,plaTFOrm,activision,0.01,0.0,0.0,0.0,0.01,,,5.1,7.0,Activision,E
16103,kIMi no yuusHa,DS,2008,roLe-playING,snk playmore,0.0,0.0,0.01,0.0,0.01,,,,,,
16104,Tom clAnCy's  GHost REcoN advanCEd wARfIGHteR (WEEklY Jp salEs),X360,2006,shOotER,ubisoft,0.0,0.0,0.01,0.0,0.01,,,,,,
16105,pERiOD cuBE: toRIKAGO nO aMADeus,PSV,2016,ACtiOn,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16106,nobUnAGa nO yAbOu ONlINE: hOuou NO ShOU,PS3,2012,StrATEgy,ackkstudios,0.0,0.0,0.01,0.0,0.01,,,,,,
16107,cOsMETIC PaRadISe: MAKe No KIseKi,DS,2008,miSc,global a entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
16108,TUROk,PC,2008,aCtion,touchstone,0.0,0.01,0.0,0.0,0.01,65.0,16.0,6.5,55.0,Propaganda Games,M
16109,legOLAND,PC,1999,ActiON,lego media,0.0,0.01,0.0,0.0,0.01,,,,,,
16110,nOBUnAGA no yaBoU DS,DS,2006,STrAtegY,tecmo koei,0.0,0.0,0.01,0.0,0.01,,,,,,
16111,WiNteR spoRts 3: THe gREaT TOuRnameNt,X360,2010,SpoRTs,tradewest,0.0,0.01,0.0,0.0,0.01,,,,,49Games,E
16112,VaLenTINO RoSSi: ThE GAME,PC,2016,rACInG,namco bandai games,0.0,0.01,0.0,0.0,0.01,72.0,4.0,6.2,14.0,"Milestone, Milestone S.r.l",E
16113,waND oF Fortune porTabLE,PSP,2010,ADventURE,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16114,SeNgoku,PC,2011,stRATEgY,paradox interactive,0.0,0.01,0.0,0.0,0.01,70.0,13.0,6.8,86.0,Paradox Development Studio,T
16115,rePUBliqUe,PS4,2016,actION,nippon ichi software,0.0,0.01,0.01,0.0,0.01,72.0,35.0,5.8,29.0,"Camouflaj, LLC",M
16116,SouSAKU ALiCE to OUjIsaMa!,3DS,2015,SIMUlAtion,happinet,0.0,0.0,0.01,0.0,0.01,,,,,,
16117,ShIP SImulatoR 2008,PC,2007,sImuLAtIon,lighthouse interactive,0.0,0.01,0.0,0.0,0.01,62.0,9.0,6.6,8.0,VSTEP,E
16118,reNgOkU II: The stAiRwAY TO h.E.A.V.e.n. (Jp sALES),PSP,2006,ACTiOn,konami digital entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
16119,brAVe: the VidEo GAME,Wii,2012,aCTion,disney interactive studios,0.0,0.01,0.0,0.0,0.01,,,,,,
16120,SiMPLE Ds seRiES Vol. 14: THe JiDoUsHa kyOusHUuJO ds,DS,2007,misC,d3publisher,0.0,0.0,0.01,0.0,0.01,,,,,,
16121,TeN pin alley 2,GBA,2004,spORtS,xs games,0.01,0.0,0.0,0.0,0.01,,,tbd,,Pronto Games,E
16122,nba 2k17,PC,2016,SPOrtS,take-two interactive,0.0,0.01,0.0,0.0,0.01,90.0,6.0,6.3,52.0,Visual Concepts,E
16123,POstmaN PAT: specIaL deLiVERY SErVIce,DS,2009,MIsC,gsp,0.0,0.01,0.0,0.0,0.01,,,,,,
16124,himAwARi: pEBBle in ThE SkY portabLE,PSP,2010,AdVeNturE,kadokawa shoten,0.0,0.0,0.01,0.0,0.01,,,,,,
16125,RISe of FLIghT: IRON crOSs eDiTIOn,PC,2010,SimulATION,aerosoft,0.01,0.0,0.0,0.0,0.01,,,7.9,11.0,777 Studios,E10+
16126,Wrc 5: fIa WORLD RALLY CHAmpIoNShiP,XOne,2015,spOrTS,bigben interactive,0.0,0.01,0.0,0.0,0.01,,,,,,
16127,KATEKyOO HiTMaN REbOrn nERAe!? rinG X BongOlE reTURns,PS2,2008,AdVeNture,marvelous interactive,0.0,0.0,0.01,0.0,0.01,,,,,,
16128,nIGhTs InTO DreAmS...,PS2,2008,pLAtfOrm,sega,0.0,0.0,0.01,0.0,0.01,,,,,,
16129,KoNO aOZoRa NI YAKuSoku O: TEnoHIra no rAkUeN,PSP,2009,aDVEnTUrE,tgl,0.0,0.0,0.01,0.0,0.01,,,,,,
16130,guiLd wArS: fAcTIoNS,PC,2006,rolE-pLAyIng,ncsoft,0.0,0.01,0.0,0.0,0.01,84.0,39.0,8.5,128.0,ArenaNet,T
16131,SHINObI KoUtSutsU,PSP,2014,ADvEntUrE,idea factory,0.0,0.0,0.01,0.0,0.01,,,,,,
16132,wInbaCk 2: pROjeCt POseIDOn,PS2,2006,SHoOter,tecmo koei,0.01,0.01,0.0,0.0,0.01,48.0,21.0,tbd,,Cavia Inc.,T
16133,KaiTOU rOuSsEAu,DS,2006,aCTion,namco bandai games,0.0,0.0,0.01,0.0,0.01,,,,,,
16134,GuNparadE orChEstra: aO no SHoU,PS2,2006,aDventure,sony computer entertainment,0.0,0.0,0.01,0.0,0.01,,,,,,
16135,tOtalLY spIES! toTaLLY pARty,PS2,2008,MISc,ubisoft,0.01,0.01,0.0,0.0,0.01,,,,,,
16136,PUyO Pop fEvER,GC,2004,PUZzle,sega,0.01,0.0,0.0,0.0,0.01,72.0,18.0,tbd,,Sonic Team,E
16137,sUpeR sTardUST UlTrA VR,PS4,2016,sHOoTer,sony computer entertainment,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,13.0,Sony Interactive Entertainment,E10+
16138,TotaL WAR ATtILa: tYraNTS & kINGs,PC,2016,stRATegy,koch media,0.0,0.01,0.0,0.0,0.01,,,,,,
16139,WiZArDRy Xth: unliMITED stUdeNtS,PS2,2006,rolE-PLAying,michaelsoft,0.0,0.0,0.01,0.0,0.01,,,,,,
16140,inStANt BraiN,X360,2011,aDVENTURe,cave,0.0,0.0,0.01,0.0,0.01,,,,,,
